UCSWHwmbKPQnoYKwGVvVWYog_m,9XCmrHbU-rU.csv,0,0,If somebody is requiring you to have a cosigner on their credit card it's for a reason.
UCQlGBspQdj17WOPBQMT1k9A_f,6qmReTSoz0E.csv,4,3,Pauses and hesitations show that you're rattled.
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,17,3,Are they below the poverty line?
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,15,3,Are they lower class?
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,14,3,Are they middle class?
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,11,3,It's also very important to take a look at the money and I'm talking about the money the economic status of them now as well as the way they were brought up.
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,8,3,Are they a movie maker?
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,7,3,Are they a real estate broker?
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,3,3,Are they a stay at home mom?
UCQlGBspQdj17WOPBQMT1k9A_f,qFE0sCw-Rrw.csv,0,3,Alright the next thing we want to look at is economic environment.
UCQlGBspQdj17WOPBQMT1k9A_f,RXhoocbeMko.csv,12,3,Kiwis are great also a good enzyme.
UCQlGBspQdj17WOPBQMT1k9A_f,RXhoocbeMko.csv,6,3,Avocados are great.
UCQlGBspQdj17WOPBQMT1k9A_f,tO68uTk-T_E.csv,7,3,That way you can write down what it is that you think you hear.
UCQlGBspQdj17WOPBQMT1k9A_f,tO68uTk-T_E.csv,6,3,And sometimes it's real important to take notes if it's appropriate.
UCQlGBspQdj17WOPBQMT1k9A_f,tO68uTk-T_E.csv,4,3,Force all that out.
UCQlGBspQdj17WOPBQMT1k9A_f,GH3Zr_3mM6M.csv,15,3,If you are talking to a crowd of a thousand you may not want to use that volume level if you have no microphone because you want them to be able to hear you.
UCQlGBspQdj17WOPBQMT1k9A_f,Zr3psuFQoDY.csv,15,3,So take a really close look at that because that can give you some really important clues to your character.
UCQlGBspQdj17WOPBQMT1k9A_f,Zr3psuFQoDY.csv,10,3,And it's really important to to really take a close look at this one.
UCQlGBspQdj17WOPBQMT1k9A_f,Zr3psuFQoDY.csv,2,3,Are they are a religious person?
UCQlGBspQdj17WOPBQMT1k9A_f,Zr3psuFQoDY.csv,1,3,And again it's just like all of these other categories we're talking about what it was when they grew up what it was like for them you know forming who they are as well as who they are now.
UCQlGBspQdj17WOPBQMT1k9A_f,oBS-IW-BO00.csv,5,3,Because what happens here is you get the audience involved emotionally.
UCQlGBspQdj17WOPBQMT1k9A_f,sdaNCP2CDTo.csv,24,3,What your strengths are as a person.
UCQlGBspQdj17WOPBQMT1k9A_f,sdaNCP2CDTo.csv,9,3,Your classic dramatic monologue.
UCQlGBspQdj17WOPBQMT1k9A_f,sdaNCP2CDTo.csv,8,3,You need your classic comedic monologue.
UCQlGBspQdj17WOPBQMT1k9A_f,sdaNCP2CDTo.csv,6,3,You need your contemporary comedic monologue.
UCQlGBspQdj17WOPBQMT1k9A_f,lHgMYanBhnc.csv,8,3,But by getting through the entire speech you're going to find those places where you screwed up.
UCQlGBspQdj17WOPBQMT1k9A_f,HmXXW45eZL4.csv,6,3,"Yes that was a huge bomb" [you can say in your head] "That was a dismal failure." But don't let the audience see it on your face.
UCQlGBspQdj17WOPBQMT1k9A_f,HmXXW45eZL4.csv,5,3,Again don't let your emotions show through.
UCQlGBspQdj17WOPBQMT1k9A_f,HmXXW45eZL4.csv,2,3,Nobody laughs at your joke.
UCQlGBspQdj17WOPBQMT1k9A_f,7NlmW0Rvutw.csv,9,3,Does that make one better than the other?
UCQlGBspQdj17WOPBQMT1k9A_f,7NlmW0Rvutw.csv,6,3,That is how men as listeners tend to develop relationships is by proving how good they are and what they've done.
UCQlGBspQdj17WOPBQMT1k9A_f,4Fw9TbWIVJI.csv,1,3,More than likely your instructor or whoever whatever the situation is you're going to be doing a speech off of an outline.
UCQlGBspQdj17WOPBQMT1k9A_f,FcAgbLF6__s.csv,2,3,Some people don't.
UCQlGBspQdj17WOPBQMT1k9A_f,-aNfi7CP8vM.csv,6,3,And or are they anything?
UCQlGBspQdj17WOPBQMT1k9A_f,-aNfi7CP8vM.csv,5,3,Are they very very liberal Democrats?
UCQlGBspQdj17WOPBQMT1k9A_f,-aNfi7CP8vM.csv,3,3,Are they you know in what extreme of what party are they?
UCQlGBspQdj17WOPBQMT1k9A_f,-aNfi7CP8vM.csv,2,3,Are they Republican?
UCQlGBspQdj17WOPBQMT1k9A_f,-aNfi7CP8vM.csv,0,3,Alright now we want to look at the political environment.
UCQlGBspQdj17WOPBQMT1k9A_f,D7FnWCLP1-g.csv,10,3,So I'm going to give you a few tips today on listening and becoming a better listener.
UCQlGBspQdj17WOPBQMT1k9A_f,D7FnWCLP1-g.csv,7,3,There's also some really interesting information about how men and women listen differently.
UCQlGBspQdj17WOPBQMT1k9A_f,D7FnWCLP1-g.csv,5,3,First we're going to talk about messages being sent and being received and how we process those messages.
UCQlGBspQdj17WOPBQMT1k9A_f,zoPOeViAdOo.csv,0,3,The next thing that we have to consider when we're talking about humor and for some of you this is going to be hard I'm talking about brevity and what brevity means is is brief.
UCQlGBspQdj17WOPBQMT1k9A_f,pddKvyraTqE.csv,5,3,Make your mother make your father make your husband make your wife make your children make your dog (no not your dog) make your brother your neighbors.
UCQlGBspQdj17WOPBQMT1k9A_f,pddKvyraTqE.csv,4,3,So what you want to do  especially if you're planning humor in your speech is practice it on people.
UCQlGBspQdj17WOPBQMT1k9A_f,OJwO6g01qO8.csv,12,3,Even if they are coming up with a smile it's kind of intimidating.
UCQlGBspQdj17WOPBQMT1k9A_f,OJwO6g01qO8.csv,1,3,Now as you've seen understanding and kind of having a step about the children is going to help you catch their behavior before it starts.
UCQlGBspQdj17WOPBQMT1k9A_f,s-_6Nm5lEVk.csv,32,3,We're getting close.
UCQlGBspQdj17WOPBQMT1k9A_f,s-_6Nm5lEVk.csv,1,3,My name is Melissa Schenk and on behalf of Expert Village today we're going to be learning about sign language.
UCQlGBspQdj17WOPBQMT1k9A_f,oH9fMma8jiQ.csv,1,3,Now because you're a smart public speaker you've prepared you've written the speech you've practiced and practiced and practiced and practiced this speech you know this speech through and through.
UCQlGBspQdj17WOPBQMT1k9A_f,5qw9jVjZL3k.csv,4,3,I told you that it pushes people away and it also brings people closer to you because they feel like they want to help.
UCQlGBspQdj17WOPBQMT1k9A_f,qeVQonM1aRY.csv,18,3,It's going to be great fun and I got a special surprise topic so come on let's get going.
UCQlGBspQdj17WOPBQMT1k9A_f,qeVQonM1aRY.csv,10,3,Once we figure that out we're going to take that topic and we're going to cull it down.
UCQlGBspQdj17WOPBQMT1k9A_f,qeVQonM1aRY.csv,5,3,We're going to start with knowing your audience.
UCQlGBspQdj17WOPBQMT1k9A_f,pkH2TfFN-6s.csv,6,3,I have to pay attention to this." Focus your attention on this screen focus your attention on what I'm about to tell you focus your attention on how you feel about ABC.
UCQlGBspQdj17WOPBQMT1k9A_f,pkH2TfFN-6s.csv,3,3,Think of your audience as sheep and you're the sheepherder and all you have to say to them is "Now I want you to focus your attention." Remember those three words.
UCQlGBspQdj17WOPBQMT1k9A_f,jE_Bk44K5Qk.csv,10,3,They are bad habits and they are idiosyncrasies.
UCQlGBspQdj17WOPBQMT1k9A_f,jE_Bk44K5Qk.csv,8,3,It may seem to some of you like using words like "uh" and "er" and filler words like "like" and "you know" might make your speaking more conversational but it won't because they're distractions.
UCQlGBspQdj17WOPBQMT1k9A_f,jE_Bk44K5Qk.csv,3,3,Keep it to the information because it's very easy for us as an audience to get side-tracked and distracted and not be able to follow your meaning.
UCQlGBspQdj17WOPBQMT1k9A_f,yxZydS2qHzs.csv,4,3,If you don't know how to do this you can watch the late night you know the talk show hosts that come on after the news.
UCQlGBspQdj17WOPBQMT1k9A_f,yxZydS2qHzs.csv,2,3,Well for you to save face and not be or to certainly help your absolute mortification that nobody laughed at your joke come up with something funny.
UCQlGBspQdj17WOPBQMT1k9A_f,afDJvn5nmtY.csv,7,3,Were they popular or not popular?
UCQlGBspQdj17WOPBQMT1k9A_f,7U_z0JfleAw.csv,16,3,Again a person doesn't feel like they are completely disconnected from you.
UCQlGBspQdj17WOPBQMT1k9A_f,7U_z0JfleAw.csv,10,3,When you do put your customer on hold watch the clock it feels like forever when you are on hold and we all have been there.
UCQlGBspQdj17WOPBQMT1k9A_f,6q3bxxZUYMg.csv,29,3,I would avoid their critiques unless you just want to hear what they have to say.
UCQlGBspQdj17WOPBQMT1k9A_f,6q3bxxZUYMg.csv,20,3,You can see first hand what works and what doesn't.
UCQlGBspQdj17WOPBQMT1k9A_f,6q3bxxZUYMg.csv,17,3,So that gives you an opportunity to play with and change around all the skills that you have been working on to create this wonderful character.
UCQlGBspQdj17WOPBQMT1k9A_f,6q3bxxZUYMg.csv,6,3,You may think that your monologue is two minutes or one minute.
UCQlGBspQdj17WOPBQMT1k9A_f,6q3bxxZUYMg.csv,3,3,And then when you're done with that practice some more.
UCQlGBspQdj17WOPBQMT1k9A_f,6q3bxxZUYMg.csv,0,3,Alright we've done all the work.
UCQlGBspQdj17WOPBQMT1k9A_f,8FbVBDv9qTc.csv,6,3,Again profitability of the business does depend on that customer.
UCQlGBspQdj17WOPBQMT1k9A_f,TqMh7U3J4D4.csv,8,3,So find that worth whileness and incorporate that into your speaking.
UCQlGBspQdj17WOPBQMT1k9A_f,eSzXQQUgH1A.csv,4,3,First of all eye contact.
UCQlGBspQdj17WOPBQMT1k9A_f,eSzXQQUgH1A.csv,2,3,So actually as the more you do it and the more your practice your public speaking skills the more successful you're going to be at impromptu speaking.
UCQlGBspQdj17WOPBQMT1k9A_f,eSzXQQUgH1A.csv,1,3,Impromptu is in my opinion the most difficult and the success of you as an impromptu speaker depends on your public speaking skills.
UCQlGBspQdj17WOPBQMT1k9A_f,ou6S6fbfBWU.csv,9,3,And the third thing that you need to know about this person is what were their achievements.
UCQlGBspQdj17WOPBQMT1k9A_f,ltA1VF_DUSc.csv,18,3,Whatever it is go through it and think in terms of what are the most important words.
UCQlGBspQdj17WOPBQMT1k9A_f,ltA1VF_DUSc.csv,17,3,So I always recommend you take your speech you think out your speech you've outlined your speech.
UCQlGBspQdj17WOPBQMT1k9A_f,ltA1VF_DUSc.csv,11,3,That would put an emphasis on fire.
UCQlGBspQdj17WOPBQMT1k9A_f,pDRdCSIyjkA.csv,2,3,Now when we're picking the characteristics of the body we're not necessarily talking about maybe they slump over that would be very difficult to transition back and forth to.
UCQlGBspQdj17WOPBQMT1k9A_f,pDRdCSIyjkA.csv,1,3,We've already established what we are going to do with the voices now we need to take a look at body.
UCQlGBspQdj17WOPBQMT1k9A_f,2CyDTrBEUVI.csv,1,3,Now especially in musical theater but also in pop we like to sing in the middle of our voice.
UCQlGBspQdj17WOPBQMT1k9A_f,VTrOtWYbiPw.csv,10,3,Now let's go through the alphabet one last time but just a little bit faster.
UCQlGBspQdj17WOPBQMT1k9A_f,VTrOtWYbiPw.csv,7,3,I'll go nice and slow.
UCQlGBspQdj17WOPBQMT1k9A_f,VTrOtWYbiPw.csv,3,3,We'll start off slowly and then we'll build to a little bit faster.
UCQlGBspQdj17WOPBQMT1k9A_f,VTrOtWYbiPw.csv,1,3,My name is Melissa Schenk and on behalf of Expert Village today we're going to be learning about sign language.
UCQlGBspQdj17WOPBQMT1k9A_f,_S7pYkjBLn8.csv,5,3,In this area here is your lungs here is your diaphragm; respiration is around your belly.
UCQlGBspQdj17WOPBQMT1k9A_f,_S7pYkjBLn8.csv,4,3,And in order to feel your diaphragm you're going to inhale; you're going to exhale.
UCQlGBspQdj17WOPBQMT1k9A_f,_S7pYkjBLn8.csv,3,3,When you perform you're going to be breathing with your diaphragm so your diaphragm is located here in your stomach.
UCQlGBspQdj17WOPBQMT1k9A_f,_S7pYkjBLn8.csv,2,3,So all of us dancers we usually breathe with with our diaphragm.
UCQlGBspQdj17WOPBQMT1k9A_f,zJWmmDk9fCE.csv,10,3,They will also probably want your resume and sometimes your transcripts.
UCQlGBspQdj17WOPBQMT1k9A_f,XDVit9ASVUg.csv,0,3,Okay so you've got your killer introduction.
UCQlGBspQdj17WOPBQMT1k9A_f,ODAHPFXVc8o.csv,13,3,They all deserve to get out of your mouth.
UCQlGBspQdj17WOPBQMT1k9A_f,ODAHPFXVc8o.csv,6,3,All it is is getting the words out of your mouth.
UCQlGBspQdj17WOPBQMT1k9A_f,WcW_kNK37ms.csv,12,3,A funny thing my sister every year on her birthday she sends my Mother flowers.
UCQlGBspQdj17WOPBQMT1k9A_f,WcW_kNK37ms.csv,6,3,Their family ties.
UCQlGBspQdj17WOPBQMT1k9A_f,WcW_kNK37ms.csv,4,3,Children grandchildren.
UCQlGBspQdj17WOPBQMT1k9A_f,xiuCbGgZLAI.csv,16,3,So be real clear on how you're going to present your narrator voice.
UCQlGBspQdj17WOPBQMT1k9A_f,xiuCbGgZLAI.csv,12,3,And am I articulating my words enough?
UCQlGBspQdj17WOPBQMT1k9A_f,xiuCbGgZLAI.csv,11,3,But keep it again focus on am I being loud enough?
UCQlGBspQdj17WOPBQMT1k9A_f,xiuCbGgZLAI.csv,9,3,And help simply things.
UCQlGBspQdj17WOPBQMT1k9A_f,xiuCbGgZLAI.csv,8,3,Not another choice in character.
UCQlGBspQdj17WOPBQMT1k9A_f,s0PUurm1ONo.csv,3,3,But ultimately you should give a speech that affects your audience in such a way that they remember.
UCQlGBspQdj17WOPBQMT1k9A_f,s0PUurm1ONo.csv,0,3,Hi there I'm Tracy Goodwin and I'm the red sweater lady.
UCQlGBspQdj17WOPBQMT1k9A_f,J85VG3td2MU.csv,9,3,And that's really bad.
UCQlGBspQdj17WOPBQMT1k9A_f,J85VG3td2MU.csv,7,3,One unless you are very trained in dialects it is very difficult to maintain and keep them consistent.
UCQlGBspQdj17WOPBQMT1k9A_f,J85VG3td2MU.csv,5,3,Never you know don't do your monologue like this.
UCQlGBspQdj17WOPBQMT1k9A_f,YrPXbGBvqGo.csv,14,3,And then we can be more noble happy people.
UCQlGBspQdj17WOPBQMT1k9A_f,YrPXbGBvqGo.csv,11,3,It's a useful tool to get us where we need to go back and forth.
UCQlGBspQdj17WOPBQMT1k9A_f,YrPXbGBvqGo.csv,2,3,Yoga is over five thousand years old.
UCQlGBspQdj17WOPBQMT1k9A_f,qvIhzmujTi8.csv,10,3,Make sure that not one person sits there and does not participate at all.
UCQlGBspQdj17WOPBQMT1k9A_f,otY6JudevJg.csv,12,3,You know not only your topic but your verbiage as well the language that you choose the level of it any kind of offensive material that you might put in a speech you don't want to put it in.
UCQlGBspQdj17WOPBQMT1k9A_f,otY6JudevJg.csv,10,3,Your audience could find that very offensive.
UCQlGBspQdj17WOPBQMT1k9A_f,otY6JudevJg.csv,3,3,They all would be offended.
UCQlGBspQdj17WOPBQMT1k9A_f,vop7tN_K64I.csv,16,3,You could also if you're using a seating chart you could pick up and hand out papers according to that seating chart.
UCQlGBspQdj17WOPBQMT1k9A_f,vop7tN_K64I.csv,10,3,Lay them out alphabetically and let the students pick them up on their way out of class.
UCQlGBspQdj17WOPBQMT1k9A_f,3iqEypwNlmo.csv,6,3,So you have to take a look at the whole play the whole picture and then if you were allowed to ask one question and get one answer about this entire play what would that question be?
UCQlGBspQdj17WOPBQMT1k9A_f,WmT-Z8_7yWk.csv,14,3,Their name your name and your phone number on there.
UCQlGBspQdj17WOPBQMT1k9A_f,WmT-Z8_7yWk.csv,9,3,Make sure that all of your children's props are safe and that you go over safety tips and rules with your children.
UCQlGBspQdj17WOPBQMT1k9A_f,WmT-Z8_7yWk.csv,6,3,Nowadays there are lost of choices out there.
UCQlGBspQdj17WOPBQMT1k9A_f,WmT-Z8_7yWk.csv,3,3,Make sure that their costumes are safe flame retardant and that you're really within an arm's reach of your toddler at all times.
UCQlGBspQdj17WOPBQMT1k9A_f,WmT-Z8_7yWk.csv,2,3,Just to recap; if you have young children you're going to want to stay very close with them on Halloween night trick or treating.
UCQlGBspQdj17WOPBQMT1k9A_f,jUKH63mltLE.csv,1,3,Now we've already established the fact that we have to get rid of all that noise so that we can be a good listener.
UCQlGBspQdj17WOPBQMT1k9A_f,KmYG8zaRmOA.csv,9,3,So make sure you do that with your valuable really important information so your audience will remember.
UCQlGBspQdj17WOPBQMT1k9A_f,KmYG8zaRmOA.csv,8,3,It has been proven that we; as humans remember what comes first the most and what comes last; second most.
UCQlGBspQdj17WOPBQMT1k9A_f,KmYG8zaRmOA.csv,7,3,Then put your second most important information third and put everything else in the middle.
UCQlGBspQdj17WOPBQMT1k9A_f,KmYG8zaRmOA.csv,5,3,So let?s say you have three body parts in your speech.
UCQlGBspQdj17WOPBQMT1k9A_f,KmYG8zaRmOA.csv,3,3,And what is of moderate importance.
UCQlGBspQdj17WOPBQMT1k9A_f,KmYG8zaRmOA.csv,0,3,Now I want to talk about primacy-regency which are just really fancy terms for what comes first and what comes last.
UCQlGBspQdj17WOPBQMT1k9A_f,AbNmF4RTzOI.csv,11,3,It might be about you know their age their background their religious status or it might be again about the things that you're going to talk about in your speech.
UCQlGBspQdj17WOPBQMT1k9A_f,AbNmF4RTzOI.csv,9,3,Whatever it is you can put it in that questionnaire and you want to get that data back and you want to analyze it before you start writing your speech.
UCQlGBspQdj17WOPBQMT1k9A_f,AbNmF4RTzOI.csv,6,3,And a questionnaire is simply asking whatever questions you want to ask about your audience it might be related to their age their gender their educational background or it might be what they feel about certain things.
UCQlGBspQdj17WOPBQMT1k9A_f,AbNmF4RTzOI.csv,1,3,You want to collect as much data as you can about your audience.
UCQlGBspQdj17WOPBQMT1k9A_f,-Ae4x1qUKU4.csv,15,3,Make sure your shots are up to date with your audience okay?
UCQlGBspQdj17WOPBQMT1k9A_f,-Ae4x1qUKU4.csv,13,3,Check your inoculation.
UCQlGBspQdj17WOPBQMT1k9A_f,-Ae4x1qUKU4.csv,5,3,It's called an inoculation.
UCQlGBspQdj17WOPBQMT1k9A_f,Uu_XyXyKHAk.csv,7,3,If you're talking informative: what is worthwhile?
UCQlGBspQdj17WOPBQMT1k9A_f,Uu_XyXyKHAk.csv,1,3,Is it an informative speech?
UCQlGBspQdj17WOPBQMT1k9A_f,E8L1Z71vKG8.csv,11,3,Just like it says on shampoo bottles: repeat as necessary.
UCQlGBspQdj17WOPBQMT1k9A_f,7f3ndBCx_JE.csv,21,3,How to get all that done simply fastly and have a winning speech on your hands.
UCQlGBspQdj17WOPBQMT1k9A_f,7f3ndBCx_JE.csv,20,3,And that's what I'm going to show you.
UCQlGBspQdj17WOPBQMT1k9A_f,7f3ndBCx_JE.csv,12,3,We've got to look at who you're speaking to.
UCQlGBspQdj17WOPBQMT1k9A_f,pI5Kng_GuLE.csv,4,3,I was teaching a class one semester it was all college students and myself and I had a young man in the class who was he was going to eventually be going to medical school.
UCQlGBspQdj17WOPBQMT1k9A_f,bI3DTH2yTbM.csv,7,3,Did they become distracting?
UCQlGBspQdj17WOPBQMT1k9A_f,bI3DTH2yTbM.csv,4,3,Or maybe they even had visual aides and they really didn't even need them.
UCQlGBspQdj17WOPBQMT1k9A_f,xXCWci7ZpJs.csv,10,3,Here peace.
UCQlGBspQdj17WOPBQMT1k9A_f,4cFeG2ydm9A.csv,8,3,The only way to be remembered is to be enthusiastic and conversation in your style.
UCQlGBspQdj17WOPBQMT1k9A_f,4cFeG2ydm9A.csv,6,3,Whether you teach somebody whether you change their lives whatever it is that they remember you.
UCQlGBspQdj17WOPBQMT1k9A_f,4cFeG2ydm9A.csv,1,3,Why are you giving a speech?
UCQlGBspQdj17WOPBQMT1k9A_f,4ZhIx2ozUIE.csv,12,3,It helps the flow helps you know how you're going to work with them and it's exactly the way you're going to do it.
UCQlGBspQdj17WOPBQMT1k9A_f,4ZhIx2ozUIE.csv,9,3,If you're using visual aids in your actual presentation use them when you do your actual practice speech.
UCQlGBspQdj17WOPBQMT1k9A_f,4ZhIx2ozUIE.csv,3,3,Don't sit on the floor.
UCQlGBspQdj17WOPBQMT1k9A_f,4ZhIx2ozUIE.csv,2,3,Don't sit on the couch.
UCQlGBspQdj17WOPBQMT1k9A_f,89ZmOPOilu4.csv,6,3,Any kind of sexual minority women men black white different colors Africans you know whatever it is any of those areas you want to stay away from in all of your jokes in all of your stories in all of your anecdotes.
UCQlGBspQdj17WOPBQMT1k9A_f,89ZmOPOilu4.csv,0,3,I want to talk to you about and ultra huge no no when it comes to using humor.
UCQlGBspQdj17WOPBQMT1k9A_f,N-NnCI6U52c.csv,4,3,We might fly five or six different kinds of airplanes we might be with a beginning student or a very advanced student who is looking to get a Insurance Check Out in a very high performance aircraft.
UCQlGBspQdj17WOPBQMT1k9A_f,N-NnCI6U52c.csv,2,3,We try to do our job in the safest possible manner and we are dedicated to flying because we love it it's a passion of ours and because people enjoy going places faster.
UCQlGBspQdj17WOPBQMT1k9A_f,a-WihYDk6vc.csv,15,3,In fact she was awarded the XYZ veterinarian award last year for most humane veterinary care or whatever it is in relation to their work those achievements and what it is that they always wanted to do and are they doing it.
UCQlGBspQdj17WOPBQMT1k9A_f,a-WihYDk6vc.csv,12,3,Well I remember when we were kids Jenny said she was going to be a teacher and now look at her.
UCQlGBspQdj17WOPBQMT1k9A_f,a-WihYDk6vc.csv,8,3,Whatever it is you want to take this time in the speech to talk about what it is they do specifically any achievements that they have in relation to their work.
UCQlGBspQdj17WOPBQMT1k9A_f,a-WihYDk6vc.csv,5,3,Are they a wonderful veterinarian?
UCQlGBspQdj17WOPBQMT1k9A_f,a-WihYDk6vc.csv,4,3,Are they an amazing doctor?
UCQlGBspQdj17WOPBQMT1k9A_f,rzsk_IvI7bQ.csv,5,3,I know that tape recorders have become almost obsolete but perhaps you can tape record yourself on your computer maybe somebody you know has a tape recorder you might even be able to use your video camera on your phone to video tape yourself.
UCQlGBspQdj17WOPBQMT1k9A_f,rzsk_IvI7bQ.csv,2,3,If you are primarily concerned about what you're saying and how you're saying it just do the tape recorder.
UCQlGBspQdj17WOPBQMT1k9A_f,DguSFCkwEz4.csv,42,3,Just get your supplies wash your hands build your sandwich and enjoy.
UCQlGBspQdj17WOPBQMT1k9A_f,DguSFCkwEz4.csv,34,3,Something else a lot of kids like is for you to cut the crust off and so that's always an option as well.
UCQlGBspQdj17WOPBQMT1k9A_f,DguSFCkwEz4.csv,14,3,The first thing you want to do after you've retrieved your supplies is wash your hands.
UCQlGBspQdj17WOPBQMT1k9A_f,DguSFCkwEz4.csv,13,3,Now you want to get all your supplies out.
UCQlGBspQdj17WOPBQMT1k9A_f,DguSFCkwEz4.csv,7,3,Any brand you like will do.
UCQlGBspQdj17WOPBQMT1k9A_f,M2Pb2kx77ww.csv,31,3,Politics are they republican are they democrat are they conservative are they liberal are they what are they?
UCQlGBspQdj17WOPBQMT1k9A_f,M2Pb2kx77ww.csv,13,3,What kind of neighborhood did they live in?
UCQlGBspQdj17WOPBQMT1k9A_f,M2Pb2kx77ww.csv,8,3,You know were they poor were they rich were they you know affluent were they middle class?
UCQlGBspQdj17WOPBQMT1k9A_f,qgtWlneRwW8.csv,8,3,It's also important to take a look at income level.
UCQlGBspQdj17WOPBQMT1k9A_f,XFJQJb0yaKY.csv,0,3,Hi there Tracy Goodwin red sweater lady and we are going to talk about a special occasion speech called a eulogy.
UCQlGBspQdj17WOPBQMT1k9A_f,yHtR71rx16I.csv,20,3,So it's very important and you'll also find that the more you write your dreams down it's like once they feel like they're being payed attention to they start to come more.
UCQlGBspQdj17WOPBQMT1k9A_f,EE6vZUrMM_Y.csv,1,3,How strong or weak are your public speaking and presentation skills?
UCQlGBspQdj17WOPBQMT1k9A_f,ggbV7YeSl7k.csv,6,3,You can utilize several different programs whether you have a formal training class for your employees on customer service or just a matter of getting together once a week or bi-weekly just to do some role playing and have them discuss what they found worked for them.
UCQlGBspQdj17WOPBQMT1k9A_f,Drhrzj1yhVs.csv,10,3,There are people that start collections.
UCQlGBspQdj17WOPBQMT1k9A_f,Uw1nWfSuyo8.csv,0,3,Now I want to talk about old material and new material.
UCQlGBspQdj17WOPBQMT1k9A_f,1nXhAjuICTA.csv,8,3,We've got our speed set we've got our volume set now sometimes something is going to be more important.
UCQlGBspQdj17WOPBQMT1k9A_f,1nXhAjuICTA.csv,5,3,I want you to be delicious with your voice.
UCQlGBspQdj17WOPBQMT1k9A_f,1nXhAjuICTA.csv,2,3,All right that's what I'm talking about.
UCQlGBspQdj17WOPBQMT1k9A_f,1nXhAjuICTA.csv,1,3,I'll be your instructor--okay how dreadful was that?
UCQlGBspQdj17WOPBQMT1k9A_f,8x_nCOh6Wmc.csv,0,3,It's always obvious to me who has practiced and who hasn't and you can avoid so many pitfalls if you will just practice your speech before you present it.
UCQlGBspQdj17WOPBQMT1k9A_f,8GGy0HeHIMY.csv,3,3,Are they very animated and they use their eyes a lot?
UCQlGBspQdj17WOPBQMT1k9A_f,NlrCjfHELLE.csv,13,3,And it just has to be that simple.
UCQlGBspQdj17WOPBQMT1k9A_f,NlrCjfHELLE.csv,8,3,For all the wonderful things she done so far in her life.
UCQlGBspQdj17WOPBQMT1k9A_f,26intm7aNaI.csv,29,3,Visualize your success.
UCQlGBspQdj17WOPBQMT1k9A_f,26intm7aNaI.csv,12,3,You know what I'm talking about?
UCQlGBspQdj17WOPBQMT1k9A_f,26intm7aNaI.csv,8,3,And you're not going to die!
UCQlGBspQdj17WOPBQMT1k9A_f,26intm7aNaI.csv,5,3,I want you to think what is the worst thing that could happen?
UCQlGBspQdj17WOPBQMT1k9A_f,P6Khy4WrRW0.csv,9,3,So that's how we're going to lay it all out and we're going to talk about one more thing before we send you on your way.
UCQlGBspQdj17WOPBQMT1k9A_f,P6Khy4WrRW0.csv,4,3,My piece here in Chicago my last sets of lines.
UCQlGBspQdj17WOPBQMT1k9A_f,EyoMU2yoJPY.csv,11,3,Grey parrots are great talkers and they learn usually quite well and quite rapid.
UCQlGBspQdj17WOPBQMT1k9A_f,EyoMU2yoJPY.csv,8,3,Parrots learn to talk at different rates.
UCQlGBspQdj17WOPBQMT1k9A_f,EyoMU2yoJPY.csv,0,3,We don't have a grey parrot here today but this little conure here has been taught to talk can talk when he wants to.
UCQlGBspQdj17WOPBQMT1k9A_f,mgpoY1-110U.csv,19,3,Cool huh?
UCQlGBspQdj17WOPBQMT1k9A_f,mgpoY1-110U.csv,13,3,Another great trick is add movement.
UCQlGBspQdj17WOPBQMT1k9A_f,mgpoY1-110U.csv,3,3,And it is imperative that it is memorized you could do it in your sleep.
UCQlGBspQdj17WOPBQMT1k9A_f,BwQtc2qYCBc.csv,13,3,Imagine that you're smacking on some gum.
UCQlGBspQdj17WOPBQMT1k9A_f,BwQtc2qYCBc.csv,12,3,So my new point of resonance is going to be here in my chin.
UCQlGBspQdj17WOPBQMT1k9A_f,BwQtc2qYCBc.csv,10,3,Standard American dialect I'm talking right now the words are resonating in the middle of my mouth.
UCQlGBspQdj17WOPBQMT1k9A_f,BwQtc2qYCBc.csv,7,3,That means your words resonate in the middle of your mouth.
UCQlGBspQdj17WOPBQMT1k9A_f,BwQtc2qYCBc.csv,0,3,Now it's very easy to pick up on a dialect if you're using your ears.
UCQlGBspQdj17WOPBQMT1k9A_f,2c6Gb73nx4E.csv,4,3,Did it get your attention?
UCQlGBspQdj17WOPBQMT1k9A_f,2c6Gb73nx4E.csv,3,3,Or did the speaker get up and say "I'm Tracy and I'm going to be talking about toads." Okay that doesn't get your attention.
UCQlGBspQdj17WOPBQMT1k9A_f,vySKXq0ZOb0.csv,6,3,And these there are certain types of businesses where that type of dress is actually going to be required.
UCQlGBspQdj17WOPBQMT1k9A_f,vySKXq0ZOb0.csv,2,3,And what elegant and refined is that's going to be more specifically formal dress.
